"fdc_id","food_description","Food_Group_Code","Food_Group","source_fct","nutrient_data_source","ENERCkcal","PROCNTg","PROANIg","MFP_PROTg","FAT_g","FASATg","FAMSg","FAPUg","CHOCDFg","CHOLEmg","FIB_g","SUCSg","PHYTACmg","VITA_RAEmcg","A_VITAmcg","VITDmcg","VITEmcg","VITCmg","THIAmg","RIBFmg","NIAmg","VITB6_mg","FOLmcg","VITB12mg","PANTACmg","TRPmg","THRmg","ILEmg","LEUmg","LYSmg","METmg","CYSmg","PHEmg","TYRmg","VALmg","ARGmg","HISmg","CAmg","Pmg","MGmg","Kmg","NAmg","FEmg","MFP_FEmg","ZNmg","CUmg","MNmg"
"522","Sorgum and millet ugali (stiff porridge)","A2","Cereal-based local dishes","TZ08","None listed","112.1","3.4","0","0","0.9","0.1","0.3","0.4","24.7","0","4.3","0.2","197.8",2.1,"0",0,0.3,0,0.1,0,"0.8",0.1,4.3,0,0.3,"38.799999999999997","105.3","143.30000000000001","433.3","78.3","60.7","42.7","163.69999999999999","99.6","182.3","115.1","72.900000000000006",29.3,79,45,66.7,2.6,1.3,0,"0.5",0.2,0.7
"511","Sorgum porridge with sugar","A2","Cereal-based local dishes","TZ08","None listed","91","1","0","0","0.3","0.1","0.1","0.1","22","0","1.3","14.6","44",1,"0",0,0,0,0,0,"0.2",0,1,0,0.1,"11","35","29","100","23","17","15","40","33","41","41","25",2.7,22.5,17.1,13.4,0.9,0.4,0,"0.2",0.1,0.1
"527","Vermicelli - cooked","A2","Cereal-based local dishes","TZ08","None listed","209","6.7","0","0","2.2999999999999998","1.3","0.2","0.4","39.6","0","2.4","0.4","114",0,"0",0,0,0,0,0,"0.6",0.1,10,0,0.2,"67.7","206","235.6","775.6","136","101.2","82.1","297.8","175.6","311.10000000000002","271.5","134.19999999999999",10.1,75.5,25,43.5,87.6,0.7,0,"0.7",0.1,0.4
"535","Vermicelli with coconut milk and sugar","A2","Cereal-based local dishes","TZ08","None listed","227.6","7","0","0","3.6","2.5","0.2","0.4","41.5","0","2.6","1.8","142.30000000000001",0,"0",0,0.1,0.3,0,0,"0.6",0.1,12.3,0,0.2,"57","173","199","686","103","84.5","66","251","147.5","258","163.5","113",11.3,85.6,27.8,75.2,3.3,0.9,0,"0.8",0.2,0.5
"536","Vermicell with oil and sugar","A2","Cereal-based local dishes","TZ08","None listed","228.2","6.7","0","0","3.7","2.5","0.3","0.4","41.6","0","2.4","2.2999999999999998","114",0,"0",0,0,0,0,0,"0.6",0.1,10,0,0.2,"60.5","183.8","210.6","708","116.1","90","71.900000000000006","266","156.69999999999999","276","212","119.8",10,75.5,25,43.5,1.5,0.7,0,"0.7",0.1,0.4
"537","Vermicelli with coconut milk and salt","A2","Cereal-based local dishes","TZ08","None listed","260.39999999999998","7.7","0","0","6.2","4.8","0.4","0.5","43.3","0","2.9","0.7","179",0,"0",0,0.2,0.5,0,0,"0.7",0.1,15.3,0,0.2,"57","173","199","686","103","84.5","66","147.5","258","163.5","113","67.099999999999994",13.4,100.6,32.4,109.7,177.3,1.2,0,"0.9",0.2,0.7
"529","Wheat fritter, sweet","A2","Cereal-based local dishes","TZ08","None listed","318","1.9","0","0","14.2","2","3.3","8.1999999999999993","46.7","0","0.5","32","51",0,"0",0,1,0,0,0,"0.2",0,3,0,0.1,"23","51","64","128","41","33","39","94","56","75","75","41",3,20,4,20,0,0.2,0,"0.1",0,0.1
"542","Wheat porridge","A2","Cereal-based local dishes","TZ08","None listed","91.9","1.4","0","0","0.2","0","0","0.1","22.2","0","1.2","14.6","28.2",0,"0",0,0,0,0,0,"0.1",0,1.8,0,0,"17.100000000000001","35.299999999999997","51.5","91.3","25.5","20.7","37.5","64.7","35","56.8","49.3","27.2",1.6,11,2.2,10.9,0.3,0.1,0,"0.1",0,0.1
"352","Banana, cooked","B1","Roots, Tubers and Banana","TZ08","None listed","116","0.8","0","0","0.2","0.1","0","0.1","31.2","0","2.2999999999999998","3.3","0",116,"0.8",0,0,0.2,31.2,0.1,"0",0.1,0,2.3,3.3,"91","0","0","0","11","0.1","0.1","0.8","0.2","26","0","0.2",2,28,32,465,5,0.6,0,"0.1",0.1,0.2
"365","Breadfruit, raw","B1","Roots, Tubers and Banana","TZ08","None listed","103","1.1000000000000001","0","0","0.2","0","0","0.1","27.1","0","4.9000000000000004","11","0",107,"1.7",0,0,0.5,25.5,0.1,"0",0.1,0,1.5,3.1,"4","0","0","1","29","0.1","0","0.8","0.3","10","0","0.6",17,30,25,490,2,0.5,0,"0.1",0.1,0.1
"362","Cassava, dried","B1","Roots, Tubers and Banana","TZ08","None listed","314","2.6","0","0","0.7","0.2","0.2","0.2","76.599999999999994","0","3.6","2.2000000000000002","130",314,"2.6",0,0,0.7,76.6,0.2,"0.2",0.2,0,3.6,2.2,"14","0","0","0","72","0.3","0.1","1.4","0.7","36","0","0.7",46,168,24,583,5,1.9,0,"0.7",0.1,0.3
"359","Cassava, dried, flour","B1","Roots, Tubers and Banana","TZ08","None listed","314","2.6","0","0","0.7","0.2","0.2","0.2","76.599999999999994","0","3.6","2.2000000000000002","130",314,"2.6",0,0,0.7,76.6,0.2,"0.2",0.2,0,3.6,2.2,"14","0","0","0","72","0.3","0.1","1.4","0.7","36","0","0.7",46,168,24,583,5,1.9,0,"0.7",0.1,0.3
"358","Cassava, raw","B1","Roots, Tubers and Banana","TZ08","None listed","160","1.4","0","0","0.3","0.1","0.1","0","38.1","0","1.8","1.7","54",131,"0",1.1,0,0,0.3,31.9,"0.1",0.1,0.1,0,1.5,"1","0","0","0.2","20.6","0.1","0","0.9","0.1","27","0","0.1",16,27,21,271,14,0.3,0,"0.3",0.1,0.1
"364","Cassava, spicy crisps or chips","B1","Roots, Tubers and Banana","TZ08","None listed","288","2.4","0","0","0.7","0.2","0.2","0.2","70.2","0","3.3","2","119",288,"2.4",0,0,0.7,70.2,0.2,"0.2",0.2,0,3.3,2,"13","0","0","0","66","0.3","0","1.3","0.6","33","0","0.6",42,154,22,535,4,1.8,0,"0.7",0.1,0.2
"367","Edible starch, tapioca or corn","B1","Roots, Tubers and Banana","TZ08","None listed","381","0.3","0","0","0.1","0","0","0","91.3","0","0.9","0","0",1,"9",10,36,6,6,6,"13",10,14,12,8,"0","0","0","0","0","0","0","0","0","0","0","0",2,13,3,3,9,0.5,0,"0.1",0.1,0.1
"354","Potato, crisps, plain, salted","B1","Roots, Tubers and Banana","TZ08","None listed","547","6.6","0","0","37.5","11","9.8000000000000007","12.2","49.7","0","4.4000000000000004","0.4","147",245,"574",642,951,962,250,202,"702",588,890,729,347,"0","0","0","0","13","0.1","0","1.4","0.3","9","0","0.6",19,93,34,732,216,0.8,0,"0.4",0.1,0.2
"353","Potato, English, cooked","B1","Roots, Tubers and Banana","TZ08","None listed","93","2","0","0","0.1","0","0","0","21.6","0","1.5","0.2","81",93,"2",0,0,0.1,21.6,0,"0",0,0,1.5,0.2,"0","0","0","6.7","18.600000000000001","0.1","0.2","4.2","0.7","75","0","4.3",5,50,25,391,5,0.4,0,"0.3",0.2,0.2
"355","Potato, raw, with skin","B1","Roots, Tubers and Banana","TZ08","None listed","58","2.6","0","0","0.1","0","0","0","12.4","0","2.5","0.1","147",30,"71",80,118,119,31,25,"87",73,110,90,43,"0","0","0","0","11.4","0","0.4","1","0.2","17","0","0",30,38,23,413,10,3.2,0,"0.4",0.4,0.6
"357","Squash, fresh-AP","B1","Roots, Tubers and Banana","TZ08","None listed","16","0.7","0","0","0.2","0.1","0","0.1","3.4","0","1.1000000000000001","0.2","0",6,"18",26,42,40,10,8,"26",19,33,30,16,"23","0","0","0","5","0","0","0.4","0.1","16","0","0.1",22,31,19,154,1,0.3,0,"0.3",0.1,0.2
"366","Squash, fresh-EP","B1","Roots, Tubers and Banana","TZ08","None listed","20","0.9","0","0","0.3","0.1","0","0.1","4.3","0","1.4","0.2","0",8,"22",33,53,50,13,10,"32",24,41,38,20,"29","0","0","0","6","0","0","0.5","0.1","20","0","0.1",27,39,24,192,1,0.4,0,"0.4",0.1,0.2
"360","Sweet potato, fresh-AP","B1","Roots, Tubers and Banana","TZ08","None listed","74","1.2","0","0","0.1","0","0","0","17.5","0","2.2000000000000002","2","7",74,"1.2",0,0,0.1,17.5,0,"0",0,0,2.2,2,"1056","0","0","4","18","0.1","0.1","0.4","0.2","17","0","0.5",20,40,14,251,7,0.4,0,"0.2",0.2,4
"361","Sweet potato, fresh-EP","B1","Roots, Tubers and Banana","TZ08","None listed","103","1.7","0","0","0.1","0","0","0","24.3","0","3","2.8","10",103,"1.7",0,0,0.1,24.3,0,"0",0,0,3,2.8,"1467","0","0","5","25","0.1","0.1","0.6","0.2","23","0","0.7",28,55,20,348,10,0.5,0,"0.3",0.2,0.6
"369","Sweet potato, orange","B1","Roots, Tubers and Banana","TZ08","None listed","103","1.7","0","0","0.1","0","0","0","24.3","0","3","2.8","10",21,"86",86,126,85,42,14,"103",71,112,80,32,"1467","0","0","5","25","0.1","0.1","0.6","0.2","23","0","0.7",28,55,20,348,10,0.5,0,"0.3",0.21,0.56
"356","Taro, raw","B1","Roots, Tubers and Banana","TZ08","None listed","112","1.5","0","0","0.2","0","0","0.1","26.5","0","4.0999999999999996","0.4","78",23,"69",54,111,67,20,32,"82",55,82,103,34,"4","0","0","2.4","4.5","0.1","0","0.6","0.3","22","0","0.3",43,84,33,591,11,0.1,0,"0.2",0.2,0.4
"368","Yam, raw","B1","Roots, Tubers and Banana","TZ08","None listed","97","2.1","0","0","0.1","0","0","0.1","22.9","0","1.2","0.4","50",12,"52",50,94,58,20,18,"69",39,60,124,33,"0","0","0","5","12","0.1","0.03","0.6","0.23","16","0","0.31",8,39,26,303,3,0.8,0,"0.5",0.17,0.24
"974","Banana porridge, plain","B2","Roots, Tubers and Banana-based local dishes","TZ08","None listed","105.3","0.6","0","0","3.2","2.7","0.2","0.1","21.3","0","1.6","2.2000000000000002","0.3",65.6,"0",0,0,8.5,0,0,"0.6",0.2,18.5,0,0.2,"6.8","15.9","16.8","26.8","27.8","7.3","9.1","20","14.9","20.6","49","27.2",2.2,20.8,22.2,326.1,68.5,0.4,0,"0.1",0.1,0.1
"975","Banana porridge with meat","B2","Roots, Tubers and Banana-based local dishes","TZ08","None listed","280.5","7","6","5.6","16","98.9","96.5","96.4","29.5","96.3","98.1","98.7","190.6",104.7,"44..0",0,0.1,16.1,0,0,"1.5",0.3,22.3,0.4,0.3,"144.30000000000001","237.4","244.6","426.5","444.5","158.5","62.9","214.3","184","266.89999999999998","361.1","185.5",6.1,74.4,30.7,455.1,50,1,0.3,"1",0.1,0.2
"976","Banana porridge with fish","B2","Roots, Tubers and Banana-based local dishes","TZ08","None listed","118.7","2.5","1.1000000000000001","1.1000000000000001","5.9","4.9000000000000004","0.4","0.2","15.8","2.8","2.1","2..2","5.4",1125.6,"0",0,0.1,9.9,0.1,0.1,"0.8",0.2,26.1,0,0.2,"24.5","95.1","97.9","164.1","176.7","51.7","25","91.5","68.2","111.5","176.8","68.099999999999994",10.6,96.6,41.5,588.1,123.7,1.5,0.4,"1.3",0.2,0.5
"977","Banana porridge with meat and spinach","B2","Roots, Tubers and Banana-based local dishes","TZ08","None listed","212","8.6","7.8","7.8","13.3","8.5","3.5","0.4","16.5","25.6","1.6","1.8","0.3",220.7,"0",0,0.2,6.8,0.1,0.1,"1.5",0.3,33.7,0.6,0.3,"97.5","368.2","381.9","664.2","691","211.5","98.2","335.9","286.8","415.8","548.20000000000005","295.3",20.5,82.8,34.6,405.5,127.1,1.3,0.5,"1.4",0.1,0.2
"954","Banana with cashewnut","B2","Roots, Tubers and Banana-based local dishes","TZ08","None listed","108","2","0","0","2.8","0.3","1.7","0.6","22.2","0","2.1","2.5","1.8",30,"0",0,0.1,9,0,0,"0.5",0.1,11.4,0.2,0.1,"24.4","52","1358","1970.9","2210.6","719.3","362.1","1053.3","876.1","1313.4","1717.9","797.6",15.1,45.9,36.7,355.6,4.1,0.6,0,"0.2",0.1,0.2
"955","Banana with coconut milk","B2","Roots, Tubers and Banana-based local dishes","TZ08","None listed","191.2","1.5","0","0","10.7","9.4","0.5","0.2","26.1","0","4.4000000000000004","2.1","14.6",84.3,"0",0,0,10.7,0.1,0.1,"0.8",0.2,25.3,0,0.2,"21.2","60.9","35.5","110.8","115.6","32.9","36.700000000000003","90.2","57.2","105.6","295.60000000000002","46.9",6.7,62.7,34.3,149.9,2.3,0.2,0,"0.1",0,0.1
"968","Banana with kidney beans","B2","Roots, Tubers and Banana-based local dishes","TZ08","None listed","93.4","3","0","0","1.2","0.9","0.1","0.2","19.5","0","3.2","1.6","64.900000000000006",69.8,"0",0,0.6,9.1,0.1,0.1,"0.7",0.2,21.2,0,0.2,"35.200000000000003","119.9","128.1","222.9","194.7","43.2","33.799999999999997","151.4","81.5","149.30000000000001","191.7","88.4",15.1,55.7,27.2,324.2,434.7,1.1,0,"0.4",0.1,0.2
"953","Banana with meat","B2","Roots, Tubers and Banana-based local dishes","TZ08","None listed","77.400000000000006","2.7","2.5","2.4","3.6","2.2999999999999998","1.1000000000000001","0.1","9.4","8","0.7","1","0",86,"0",0,0,10.4,0.1,0.1,"0.8",0.2,24.7,0,0.2,"30.9","115","118.3","206.5","216.7","66","32.299999999999997","105.3","89.3","129.4","177.8","96.3",1.6,226,11.4,168.9,118.8,0.3,0.1,"0.3",0,0.1
"952","Banana with meat and coconut milk","B2","Roots, Tubers and Banana-based local dishes","TZ08","None listed","130.30000000000001","1.5","0.6","0.6","2.4","1.8","0.4","0.1","2.9","2.2000000000000002","2.5","2.9","0",91,"0",0,0.1,11,0.1,0.1,"0.8",0.2,26,0,0.2,"17.100000000000001","51.7","54","92.5","91.7","27.5","21.2","56.5","43.7","64.5","125","59.6",3,36.1,31,449.8,7,0.7,0,"0.2",0.1,0.2
"973","Banana with meat, oil and vegetable","B2","Roots, Tubers and Banana-based local dishes","TZ08","None listed","121.8","4","3.3","3.3","8","5.9","1.4","0.2","9.8000000000000007","10.5","1.7","0.9","0",91,"0",0,0,11,0.1,0.1,"0.8",0.2,26,0,0.2,"45.5","168.6","174.7","306.89999999999998","309.10000000000002","96.5","50.2","160.30000000000001","131.69999999999999","197","300.3","135",2.5,24.2,25.3,374.6,4.7,0.5,0,"0.1",0.1,0.1
"951","Banana with oil (no meat )","B2","Roots, Tubers and Banana-based local dishes","TZ08","None listed","112","0.7","0","0","2.7","2.2999999999999998","0.2","0.2","24","0","1.9","2.5","129.1",62.7,"0",0,1.2,7.9,0.1,0.1,"0.7",0.2,21,0,0.2,"7.8","18.600000000000001","21.8","34.4","19.2","5.7","3.6","18.7","12.9","21.8","21.8","9.6999999999999993",3.8,48.6,15.7,216.7,104.4,0.7,0.2,"0.7",0.1,0.2
"969","Banana, boiled","B2","Roots, Tubers and Banana-based local dishes","TZ08","None listed","110","0.7","0","0","0.2","0.1","0","0.1","29.6","0","2.2000000000000002","3.1","121.8",62.5,"0",0,0.4,3.6,0.1,0,"0.7",0.1,26.9,0,0.2,"8.5","20","20.9","34.200000000000003","35.1","9.5","11.4","25.6","19","26.6","62.7","37",2,28,32,465,5,0.6,0,"0.1",0.1,0.2
"964","Banana, fried","B2","Roots, Tubers and Banana-based local dishes","TZ08","None listed","159.1","0.8","0","0","5.2","4.4000000000000004","0.3","0.2","31.2","0","2.2999999999999998","3.3","0",91,"0",0,0.1,11,0.1,0.1,"0.8",0.2,26,0,0.2,"9","21","22","36","37","10","12","27","20","28","66","39",2,28,32,465,5,0.6,0,"0.1",0.1,0.2
"971","Banana, roast","B2","Roots, Tubers and Banana-based local dishes","TZ08","None listed","116","0","0.8","0","0","31.2","0.1","0","0.2","0.1","0","2.2999999999999998","40.4",27.3,"0",0,0.2,8.5,0,0,"0.7",0.1,12.2,0.3,0.2,"9","21","22","36","37","10","12","27","20","28","66","39",2,28,32,465,5,0.6,0,"0.1",0.1,0.2
"541","Cassava porridge with sugar","B2","Roots, Tubers and Banana-based local dishes","TZ08","None listed","85.8","0.4","0","0","0.1","0","0","0","21.5","0","0.5","10","85.6",4.3,"0",0,0.2,18.1,0.1,0,"0.5",0.2,14.5,0,0.2,"5.4","8.3000000000000007","8","11.6","12.9","3.3","8.3000000000000007","7.5","5.0999999999999996","10.1","39.9","5.7",7,25.4,3.6,87.7,0.9,0.3,0,"0.1",0,0
"526","Cassava stiff porridge","B2","Roots, Tubers and Banana-based local dishes","TZ08","None listed","140","2.7","0","0","1.2","0.2","0.3","0.5","30.7","0","2.6","0.3","253",1.4,"0",0,0.3,7.2,0.1,0.1,"1.2",0.2,11.1,0,0.2,"20.7","97","92.6","306.5","77","53.2","49.3","124.7","102.4","130","148.1","78.2",6.4,89.1,40.5,144.4,11,1.2,0,"0.6",0.1,0.2
"956","Cassava with coconut milk","B2","Roots, Tubers and Banana-based local dishes","TZ08","None listed","216.3","1.9","0","0","11.9","10.3","0.5","0.2","12.9","0","5.5","2.6","151.1",4.3,"0",0,0,22.6,0.1,0,"0.7",0.2,20,0,0.3,"24.7","58.2","60.9","108.7","76.7","28.5","16.399999999999999","15","10","19.899999999999999","79","11.4",18.2,89.3,18.8,297.2,8.4,1.4,0,"0.6",0.2,0.6
"965","Cassava, boiled","B2","Roots, Tubers and Banana-based local dishes","TZ08","None listed","131","1.1000000000000001","0","0","0.3","0.1","0.1","0.1","31.9","0","1.5","0.9","54",6,"0",0,0,30,0.1,0,"0.6",0.3,15,0,0.3,"15","23","22","32","36","9","23","21","14","28","111","16",19,70,10,243,2,0.8,0,"0.3",0.1,0.1
"957","Cassava, fried","B2","Roots, Tubers and Banana-based local dishes","TZ08","None listed","346.5","1.1000000000000001","0","0","25.2","21.6","1.5","0.6","10.5","0","3.3","3.6","54",6,"0",0,0.3,30,0.1,0,"0.6",0.3,15,0,0.3,"15","23","22","32","36","9","23","21","14","28","111","16",19,70,10,243,2,0.8,0,"0.3",0.1,0.1
"978","Kachori (spicy potato balls)","B2","Roots, Tubers and Banana-based local dishes","TZ08","None listed","237.6","6.1","0","0","11.4","8.8000000000000007","0.9","0.8","28.8","0","3.4","2.4","248.4",0.4,"0",0,0.3,11,0.2,0,"1.4",0.4,4.6,0,0.6,"126","216","248.8","411.1","387.1","92.5","78.099999999999994","308.8","143.30000000000001","245.1","552.29999999999995","159.30000000000001",39.7,148.8,50.4,492.7,86,2.2,0,"1.2",0.4,0.8
"960","Potato chips, fried","B2","Roots, Tubers and Banana-based local dishes","TZ08","None listed","249","1.7","0","0","20.100000000000001","17.3","1.2","0.4","18","0","1.2","0.2","67.5",0,"0",0,0.2,10.8,0.1,0,"1.2",0.2,7.5,0,0.5,"25","59.2","411.6","645","542.4","235.2","175.2","400.8","307.8","460.2","453","178.8",4.2,41.7,20.8,325.8,4.2,0.3,0,"0.2",0.2,0.2
"959","Potato relish with beef","B2","Roots, Tubers and Banana-based local dishes","TZ08","None listed","128.80000000000001","2.8","1","1","5.8","4.9000000000000004","0.6","0.1","17.100000000000001","3.2","2.1","0.2","17.5",50.4,"0",0,0.3,28.2,0.1,0,"0.4",0.2,19,0,0.2,"37.1","107.6","116.8","190.2","183.6","54.2","37.1","120.1","96.6","149.5","194.3","73.2",15,75,35,574,11,0.8,0,"0.4",0.3,0.3
"972","Potato relish with coconut milk","B2","Roots, Tubers and Banana-based local dishes","TZ08","None listed","388","4.7","0","0","28","24.7","0.1","0.3","34.200000000000003","0","9","0.3","81",0,"0",0,0,13,0.1,0,"1.4",0.3,9,0,0.6,"62.5","172","26.8","43","410.2","11.6","23","28.7","18.5","36.700000000000003","127","18.2",16.7,144,51.7,687.7,21.7,2.4,0,"1.2",0.6,1.4
"958","Potato relish with oil","B2","Roots, Tubers and Banana-based local dishes","TZ08","None listed","75","1.3","0","0","1.7","0","0.1","0","14.2","0","1","0.1","391.5",0,"0",0,1,13.8,0.2,0,"1.7",0.1,33.5,0,0.8,"19.7","47.2","131.30000000000001","229.5","129.80000000000001","38.299999999999997","24","126","87","147","147","65.3",3.5,3.4,16.8,266.5,3.8,0.2,0,"0.2",0.1,0.1
"961","Potato, boiled","B2","Roots, Tubers and Banana-based local dishes","TZ08","None listed","93","2","0","0","0.1","0","0","0","21.6","0","1.5","0.2","52.6",5.6,"0",0,0,9.6,0.2,0,"0.9",0.2,6.7,0,0.4,"30","71","80","118","119","31","25","87","73","110","90","43",5,50,25,391,5,0.4,0,"0.3",0.2,0.2
"963","Roots and tubers mixed","B2","Roots, Tubers and Banana-based local dishes","TZ08","None listed","93.5","0.8","0","0","0.2","0.1","0","0","23.2","0","1.7","1.5","93.8",4.5,"0",0,0.1,10.5,0.1,0,"1.2",0.2,10.8,0.1,0.5,"8.1999999999999993","13.1","12.1","19.3","23.2","4.7","10.4","12.7","8.4","15.3","47.1","11.4",13.1,27.6,10,202.8,4,0.4,0,"0.2",0,0.1
"967","Sweet potato, boiled","B2","Roots, Tubers and Banana-based local dishes","TZ08","None listed","97","2.1","0","0","0.1","0","0","0.1","22.9","0","1.2","0.4","50",0,"0",0,5,12,0.1,0,"0.6",0.2,16,0,0.3,"12","52","50","94","58","20","18","69","39","60","124","33",8,39,26,303,3,0.8,0,"0.5",0.2,0.2
"966","Sweet potato, fried","B2","Roots, Tubers and Banana-based local dishes","TZ08","None listed","146.1","1.7","0","0","5.0999999999999996","4.3","0.3","0.1","24.3","0","3","2.8","10",1467,"0",0,5.1,25,0.1,0.1,"0.6",0.2,23,0,0.2,"21","86","86","126","85","42","14","103","71","112","80","32",28,55,20,348,10,0.5,0,"0.3",0.2,0.6
"970","Taro, cooked, without salt","B2","Roots, Tubers and Banana-based local dishes","TZ08","None listed","142","0.5","0","0","0.1","0","0","0","34.6","0","5.0999999999999996","0.5","78",4,"0",0,2.4,5,0.1,0.5,"1.5",0.3,19,0,0.3,"0.1","0","0","0","0","0","0","0","0","0","0","0",18,76,30,484,15,0.7,0,"0.3",0.2,0.4
"179","Almonds","C1","Pulses, Nuts and Seeds","TZ08","None listed","578","21.2","0","0","50.6","3.9","32.1","12.2","19.7","0","11.8","4.8","2580",0,"0",0,24,0,0.21,0.78,"3.4",0.11,59,0,0.5,"358","739","866","1552","666","227","358","1113","705","1028","2495","558",248,4.7,275,7.3,1,4.3,0,"3.4",1.1,2.5
"151","Bambara groundnut, fresh","C1","Pulses, Nuts and Seeds","TZ08","None listed","141","12.4","0","0","6.4","0.7","1.2","3","11.1","0","4.2","0.5","270",16,"0",0,2,17,0.3,0.2,"1.3",0.1,111,0,0.1,"150","492","543","883","739","150","113","559","443","549","994","332",145,158,60,539,14,2.5,0,"0.9",0.1,0.5
"154","Bean, kidney, green, cooked","C1","Pulses, Nuts and Seeds","TZ08","None listed","166","11.4","0","0","0.7","0.1","0","0.4","29.9","0","8.4","1.3","808",0,"0",0,0,1,0.2,0.1,"0.8",0.2,170,0,0.3,"135","478","502","908","779","170","123","614","320","595","703","317",37,186,59,528,3,3.8,0,"1.4",0.3,0.6
"155","Bean, mung, dry","C1","Pulses, Nuts and Seeds","TZ08","None listed","116","7.7","0","0","0.5","0.1","0","0.2","20.8","0","6.5","1.4","358",2,"0",0,0,0,0.2,0.1,"0.5",0.1,208,0,0.4,"95","294","314","592","523","110","85","451","250","368","535","240",24,156,53,278,4,2.5,0,"1.3",0.3,0.5
"156","Bean, mung, raw","C1","Pulses, Nuts and Seeds","TZ08","None listed","306","20.3","0","0","1.3","0.3","0","0.5","54.9","0","17.2","3.7","945",5,"0",0,0,0,0.5,0.2,"1.3",0.3,549,0,1.1,"251","776","829","1563","1381","290","224","1191","660","972","1412","634",63,412,140,734,11,6.6,0,"3.4",0.7,1.3
"153","Beans, kidney, mature, boiled without salt","C1","Pulses, Nuts and Seeds","TZ08","None listed","127","8.6999999999999993","0","0","0.5","0.1","0","0.3","22.8","0","6.4","0.3","617",0,"0",0,0,1.2,0.2,0.1,"0.6",0.1,130,0,0.2,"140","319","41","736","607","113","81","511","205","500","475","238",28,142,45,403,2,2.9,0,"1.1000000000000001",0.2,0.5
"170","Beans, kidney, mature seeds, raw","C1","Pulses, Nuts and Seeds","TZ08","None listed","333","23.6","0","0","0.8","0.1","0.1","0.5","60","0","24.9","2.2000000000000002","1586",0,"0",0,0.2,4.5,0.5,0.2,"2.1",0.4,394,0,0.8,"279","992","1041","1882","1618","355","256","1275","664","1233","1460","656",72,365,116,1036,5,7.5,0,"2.8",0.6,1.2
"157","Cashewnut","C1","Pulses, Nuts and Seeds","TZ08","None listed","589","20","0","0","52.2","4.9000000000000004","33.9","11","20.399999999999999","0","10.9","5","2580",0,"0",0,24,1,0.2,0.8,"3.4",0.1,59,0,0.5,"358","739","866","1552","666","227","358","1113","705","1028","2495","558",266,520,296,732,11,3.7,0,"2.9",0.9,2.3
"158","Chickpea","C1","Pulses, Nuts and Seeds","TZ08","None listed","164","8.9","0","0","2.6","0.3","0.6","1.2","27.4","0","7.5","1.4","293",3,"0",0,0,1,0.1,0.1,"0.5",0.1,172,0,0.3,"85","329","380","631","593","116","119","475","220","372","835","244",49,168,48,291,7,2.9,0,"1.5",0.4,1
"159","Chickpea flour (besan)","C1","Pulses, Nuts and Seeds","TZ08","None listed","387","22.4","0","0","6.7","0.7","1.5","3","57.8","0","10.8","10.9","938",2,"0",0,0.8,0,0.5,0.1,"1.8",0.5,437,0,0.6,"272","1053","1216","2019","1898","371","381","1520","704","1190","2672","781",157,538,154,931,22,9.3,0,"4.8",1.1,3.3
"162","Cowpea, green, uncooked","C1","Pulses, Nuts and Seeds","TZ08","None listed","116","7.7","0","0","0.5","0.1","0","0.2","20.8","0","6.5","1.4","358",1,"0",0,0.3,0.4,0.2,0.1,"0.5",0.1,208,0,0.4,"95","294","314","592","523","110","85","451","250","368","535","240",24,156,53,278,4,2.5,0,"1.3",0.3,0.5
"163","Cowpea, uncooked","C1","Pulses, Nuts and Seeds","TZ08","None listed","336","23.5","0","0","1.3","0.3","0.1","0.5","60","0","10.6","6.9","945",5,"0",0,0,0,0.5,0.2,"1.3",0.3,549,0,1.1,"95","294","314","592","523","110","85","451","250","368","535","240",63,412,140,734,11,6.6,0,"3.4",0.7,1.3
"173","Hyancinth beans (dried)","C1","Pulses, Nuts and Seeds","TZ08","None listed","306","20.3","0","0","1.3","0.3","0","0.5","54.9","0","17.2","3.7","945",5,"0",0,0,0,0.5,0.2,"1.3",0.3,549,0,1.1,"251","776","829","1563","1381","290","224","1191","660","972","1412","634",50,412,140,734,11,6.6,0,"3.4",0.7,1.3
"174","Hyacinth-beans, immature, raw","C1","Pulses, Nuts and Seeds","TZ08","None listed","46","2.1","0","0","0.2","0.1","0.1","0","9.1999999999999993","0","7.8","3.4","20",7,"0",0,0,5.1,0.1,0.1,"0.5",0,47,0,0.1,"0","0.1","0.1","0.2","0","0","0","0","0","0.2","0.1","0.1",50,49,40,252,2,0.7,0,"0.4",0,0.2
"176","Hyacinth-beans, immature, boiled without salt","C1","Pulses, Nuts and Seeds","TZ08","None listed","50","3","0","0","0.3","0.1","0.1","0","9.1999999999999993","0","3.9","3.4","20",5,"0",0,0,12.9,0.1,0.1,"0.5",0,62,0,0.1,"26","124","201","307","203","26","26","65","53","318","201","124",41,49,42,262,2,0.8,0,"0.4",0,0.2
"177","Lentil, cooked","C1","Pulses, Nuts and Seeds","TZ08","None listed","116","9","0","0","0.4","0.1","0.1","0.2","20.100000000000001","0","7.9","0.7","358",3,"0",0,0,5,0.5,0.2,"2.9",0.5,485,0,1.7,"217","866","1045","1753","1688","206","316","1193","646","1201","1868","681",51,482,96,989,5,8.8,0,"3.5",0.67,1.31
