"fdc_id","food_description","Food_Group_Code","Food_Group","source_fct","nutrient_data_source","ENERCkcal","PROCNTg","PROANIg","MFP_PROTg","FAT_g","FASATg","FAMSg","FAPUg","CHOCDFg","CHOLEmg","FIB_g","SUCSg","PHYTACmg","VITA_RAEmcg","A_VITAmcg","VITDmcg","VITEmcg","VITCmg","THIAmg","RIBFmg","NIAmg","VITB6_mg","FOLmcg","VITB12mg","PANTACmg","TRPmg","THRmg","ILEmg","LEUmg","LYSmg","METmg","CYSmg","PHEmg","TYRmg","VALmg","ARGmg","HISmg","CAmg","Pmg","MGmg","Kmg","NAmg","FEmg","MFP_FEmg","ZNmg","CUmg","MNmg"
"180","Lentil, whole","C1","Pulses, Nuts and Seeds","TZ08","None listed","311","24.1","0","0","1.1000000000000001","0.3","0.3","0.5","53.9","0","21.2","1.9","959",0,"0",0,5,12,0.1,0,"0.6",0.2,16,0,0.3,"12","52","50","94","58","20","18","69","39","60","124","33",8,39,26,303,3,0.8,0,"0.5",0.17,0.24
"175","Palm seed","C1","Pulses, Nuts and Seeds","TZ08","None listed","203","0.6","0","0","20.2","16.3","2.4","0.3","6.7","0","1.7","2.1","8",1002,"0",0,0,4,0,0,"0.1",0.1,9,0,0.1,"7","23","22","36","31","14","15","26","17","30","59","17",3,14,12,61,0,0.2,0,"0.1",0.1,0.2
"164","Groundnuts","C1","Pulses, Nuts and Seeds","TZ08","None listed","567","25.8","0","0","49.2","6.8","24.4","15.6","16.100000000000001","0","8.5","3.8","1760",0,"0",0,9,0,0.3,0.1,"14.3",0.3,126,0,1.4,"250","883","907","1672","926","317","387","1049","1082","3085","652","1025",92,376,168,705,18,4.6,0,"3.3",1.1,1.9
"178","Peanut butter, smooth","C1","Pulses, Nuts and Seeds","TZ08","None listed","520","25.9","0","0","34","7.4","16.2","10.3","35.700000000000003","0","5.2","7.8","1600",0,"0",0,6.7,0,0.3,0.1,"14.6",0.3,60,0,0,"200.8","706.4","725.6","1337.6","740.8","253.6","309.60000000000002","839.2","865.6","2468","521.6","820",35,369,170,669,540,1.9,0,"2.8",0.6,0.1
"165","Pigeon peas, cooked","C1","Pulses, Nuts and Seeds","TZ08","None listed","121","6.7","0","0","0.4","0.1","0","0.2","19.7","0","5.4","0.7","398",2,"0",0,0,0,0.1,0.1,"0.7",0,111,0,0.3,"250","883","907","1672","926","317","331","1337","1049","1082","3085","652",36,125,43,268,5,1.5,0,"1",0.3,0.4
"166","Pigeon peas, green","C1","Pulses, Nuts and Seeds","TZ08","None listed","148","9.5","0","0","0.4","0","0","0.2","27.5","0","9.6999999999999993","8.4","49",106,"0",0,0,25,0.5,0.3,"3.5",0.4,111,0,0.3,"72","270","306","572","486","62","97","321","241","338","702","193",48,206,69,477,5,2.6,0,"2.1",0.3,0.9
"171","Pigeon peas, raw","C1","Pulses, Nuts and Seeds","TZ08","None listed","343","21.7","0","0","1.5","0.3","0","0.8","62.8","0","15","2","1154",1,"0",0,0,0,0.6,0.2,"3",0.3,456,0,1.3,"209","783","887","1659","1409","180","281","931","699","980","2036","560",104,363,125,777,15,4.4,0,"2.9",0.8,1.2
"172","Pumpkin seed","C1","Pulses, Nuts and Seeds","TZ08","None listed","435","19.5","0","0","40.6","5.7","15.3","17.8","7","0","7.5","0.5","3818",5,"0",0,1,0,0.5,0.1,"3.5",0.1,71,0,0.5,"350","873","954","1591","615","663","387","1131","833","1094","2461","501",97,574,257,301,30,5.8,0,"7.6",1.1,1.1
"167","Sesame seed","C1","Pulses, Nuts and Seeds","TZ08","None listed","573","17.7","0","0","49.7","7","18.8","21.8","23.5","0","16.899999999999999","0.7","4710",1,"0",0,2,0,0.8,0.3,"4.5",0.8,97,0,0.1,"65","354","340","563","553","143","56","348","197","408","744","185",975,629,351,468,11,14.6,0,"7.8",4.1,2.5
"168","Soybean, yellow","C1","Pulses, Nuts and Seeds","TZ08","None listed","415","36.5","0","0","20","3","4.5","11.3","30.3","0","9.3000000000000007","4.3","1473",3,"0",0,3,3,0.4,0.7,"1",0.2,133,0,0.4,"388","736","763","1358","569","586","358","940","743","990","2630","522",278,705,280,1798,3,15.8,0,"5",1.7,2.5
"169","Sunflower seed","C1","Pulses, Nuts and Seeds","TZ08","None listed","588","26.4","0","0","54.8","7.7","20.7","24","9.4","0","10.1","0.7","5160",7,"0",0,2,0,0.7,0.1,"4.7",0.2,96,0,0.7,"530","1585","1770","2973","2430","493","588","1905","1380","1820","2830","985",131,776,347,407,40,7.8,0,"10.3",1.5,1.4
"663","Bambara nut relish with coconut milk","C2","Pulses, Nuts and Seeds-based local dishes","TZ08","None listed","127","4.2","0","0","10.199999999999999","7.5","0.7","1","6.7","0","2.9","0.2","130.1",20.9,"0",0,0.8,8.9,0.1,0.1,"0.6",0,38.3,0,0.1,"49.7","161.5","177.4","293.3","236.9","53.5","45","188.3","143.69999999999999","190.9","374.7","108",44.2,68,24.3,254.3,116.6,1.2,0,"0.5",0.1,0.4
"32","Bhajia (chickpea flour fritters)","C2","Pulses, Nuts and Seeds-based local dishes","TZ08","None listed","356","19.2","0","0","5.6","0.68","1.3","2.6","59.7","0","16.3","3.1","628",34.4,"0",0,0.1,21.3,0.2,0.1,"1.1000000000000001",0.3,368.6,0,0.6,"184.2","708","817.6","1354.5","1274.8","249.3","257.7","1019","474.1","799.5","1801.7","524.29999999999995",107.6,363.8,104.6,649,15.2,6.3,0,"3.2",0.7,2.2
"664","Chick pea relish with coconut milk","C2","Pulses, Nuts and Seeds-based local dishes","TZ08","None listed","144.19999999999999","4","0","0","8.9","7.2","0.5","0.5","13.7","0","4.9000000000000004","0.6","181.8",1.1,"0",0,0.2,1.2,0.1,0,"0.3",0.1,68.1,0,0.2,"40.200000000000003","147.30000000000001","168.3","285","248.8","56.5","58.9","210.9","104.1","181.9","433.7","106.1",21.6,88,25.1,193.7,99.6,1.6,0,"0.8",0.2,0.7
"653","Cow pea (dry) relish without oil","C2","Pulses, Nuts and Seeds-based local dishes","TZ08","None listed","59.5","0.5","0","0","5.85","5","0.3","0.1","2.2000000000000002","0","0.9","0.05","358",2,"0",0,0,0,0.2,0.1,"0.5",0.1,208,0,0.4,"95","294","314","592","523","110","85","451","250","368","535","240",24,156,53,278,4,2.5,0,"1.3",0.3,0.5
"654","Cow pea (dry) relish with oil","C2","Pulses, Nuts and Seeds-based local dishes","TZ08","None listed","154.69999999999999","7.3","0","0","6.3","5.2","0.3","0.3","18.899999999999999","0","3.5","2","264.3",27.2,"0",0,0,5.8,0.2,0.1,"0.5",0.1,157.5,0,0.4,"28.8","89","94.7","175.2","156.6","33","27.7","133","75","109.8","160.9","71.3",20.1,122.7,275.3,364.4,2,0,1,"0.2",0,0.1
"651","Cow pea (fresh) relish without oil","C2","Pulses, Nuts and Seeds-based local dishes","TZ08","None listed","71.5","4.5999999999999996","0","0","0.4","0.1","0","0.1","13","0","4","0.8","208.8",18.6,"0",0,0,3.8,0.1,0,"0.4",0.1,123.6,0,0.3,"56.3","174.7","177","349.6","309.5","65.2","51.5","266","148","217.8","314.5","141.80000000000001",14.9,95.3,32.9,205.6,4.1,1.6,0,"0.8",0.2,0.3
"652","Cow pea relish with coconut milk","C2","Pulses, Nuts and Seeds-based local dishes","TZ08","None listed","120.4","7.4","0","0","1.8","1.3","0.1","0.2","19.7","0","3.5","2.2999999999999998","335.3",1.5,"0",0,0.2,0.7,0.2,0.1,"0.5",0.1,169.4,0,0.4,"35.5","107.6","116.4","217.1","182.1","42.9","37.799999999999997","162.30000000000001","93.8","142.69999999999999","248.3","84.3",22,143,47.5,283.1,53.1,2.4,0,"1.2",0.3,0.6
"657","Kidney bean relish without oil","C2","Pulses, Nuts and Seeds-based local dishes","TZ08","None listed","117.2","6.4","0","0","2.9","2.2000000000000002","0.1","0.2","17.100000000000001","0","4.8","0.7","352",11.9,"0",0,0.3,3.2,0.1,0.1,"0.4",0.1,76.6,0,0.1,"24.9","88","67.599999999999994","129.30000000000001","88.4","27.8","22","82.6","46.6","85.3","112.4","40.700000000000003",18.7,90.8,28.7,261.2,1.4,1.8,0,"0.7",0.1,0.3
"656","Kidney bean relish with oil","C2","Pulses, Nuts and Seeds-based local dishes","TZ08","None listed","130.6","4.9000000000000004","0","0","6.9","5.8","0.4","0.3","13.3","0","3.6","0.3","385.6",0,"0",0,0.1,0.9,0.1,0,"0.4",0.1,82.1,0,0.2,"65.5","230","242.1","435.8","375.6","81.900000000000006","60.1","295.10000000000002","154.4","285.5","345","152.5",20.9,104.2,33.4,314.2,2.2,2.1,0,"0.8",0.2,0.3
"655","Kidney bean relish with coconut milk","C2","Pulses, Nuts and Seeds-based local dishes","TZ08","None listed","83.2","2.8","0","0","4.8","4.2","0.2","0.2","8.1","0","2.2000000000000002","0.8","184.9",14.9,"0",0,0.2,5.4,0.1,0,"0.3",0.1,35.6,0,0.1,"32.700000000000003","112.7","146.1","406.2","330.2","103.7","64.7","232.1","164.2","260.3","353.5","134.5",14.5,71.8,23.5,275.5,117.2,2.1,0.5,"1.1000000000000001",0.7,1.1
"662","Mung bean (dry) relish with cocount milk","C2","Pulses, Nuts and Seeds-based local dishes","TZ08","None listed","87.2","2.4","0","0","5.3","4.5999999999999996","0.2","0.1","8.6999999999999993","0","2.9","0.5","119.4",10.4,"0",0,0.2,3.5,0.1,0,"0.3",0.1,48.1,0,0.2,"28.6","84.5","93","168","140","34.5","31.7","123.4","71","114.9","223","64.5",10,57.5,19.5,107.9,278.2,0.9,0,"0.5",0.1,0.2
"658","Mung bean (dry, boiled)","C2","Pulses, Nuts and Seeds-based local dishes","TZ08","None listed","43.7","2.8","0","0","0.2","0","0","0.1","8","0","2.4","0.6","108.7",0.6,"0",0,0,0.2,0.1,0,"0.2",0,63.5,0,0.2,"35","106.7","114.6","213.9","190.2","39.9","31.6","162.9","91.1","133","200.5","86.9",6,39,13,70,1,0.6,0,"0.3",0.1,0.1
"659","Pigeon pea (fresh, cooked)","C2","Pulses, Nuts and Seeds-based local dishes","TZ08","None listed","131","6.1","0","0","5.0999999999999996","4.2","0.4","0.3","16.100000000000001","0","4.4000000000000004","0","318.39999999999998",1.6,"0",0,0,0.2,0.1,0.1,"0.6",0.1,83.8,0,0.1,"200.7","707.6","727.3","1339.3","743.2","254","265.7","1070.9000000000001","840.4","866.7","2474.6","522.4",29.7,101.3,34.8,220.4,81.6,1.2,0,"0.8",0.2,0.3
"660","Pigeon pea relish with coconut milk","C2","Pulses, Nuts and Seeds-based local dishes","TZ08","None listed","114","3.4","0","0","7.2","6.3","0.3","0.2","10.4","0","3.8","0.3","211.3",0.7,"0",0,0.2,2,0,0,"0.4",0,43,0,0.1,"34.200000000000003","122.9","144.19999999999999","272.60000000000002","135.4","74.900000000000006","70","178.5","112.3","204.5","330.4","80.8",16.1,69.1,22.3,172.7,6,1,0,"0.6",0.2,0.5
"661","Pigeon pea relish with oil","C2","Pulses, Nuts and Seeds-based local dishes","TZ08","None listed","245","13.8","0","0","5.8","4.5","0.5","0.5","36.299999999999997","0","9.9","1.3","721",3.8,"0",0,0.1,0.3,0.2,0.2,"1.3",0.1,189.6,0,0.3,"131.80000000000001","491.3","557.1","1039.5999999999999","884.3","113.1","177","583.9","438.8","614.29999999999995","1282.8","351.3",66.3,228.9,78.8,494.9,9.6,2.8,0,"1.8",0.5,0.8
"205","Beef liver, raw","D1","Meat, poultry and fish","TZ08","None listed","135","20.399999999999999","20.399999999999999","20.399999999999999","3.6","1.2","0.5","0.5","3.9","275","0","0","0",4968,"4968",1,0.4,1.3,0.2,2.8,"13.2",1.1,290,59.3,7.2,"263","869","967","1910","1607","543","376","1084","807","1260","1241","629",5,387,18,313,69,4.9,4.9,"4",0.8,0.3
"204","Beef, boneless","D1","Meat, poultry and fish","TZ08","None listed","267","16.899999999999999","16.899999999999999","16.899999999999999","21.6","10.4","9","0.8","0","61","0","0","0",0,"0",0,0,0,0.1,0.1,"2.2000000000000002",0.2,4,1.3,0.3,"189","736","757","1331","1401","431","189","658","566","819","1065","577",3,132,15,230,36,1.1,1.1,"2.7",0.1,0
"201","Beef, liver, cooked","D1","Meat, poultry and fish","TZ08","None listed","191","29.1","29.1","29.1","5.3","1.7","0.6","0.7","5.0999999999999996","396","0","0","0",20357,"20357",1,0,15,0.2,3.6,"10.3",0.5,290,110,5.7,"351","1116","1116","2294","1693","616","374","1299","967","1506","1533","667",6,485,23,351,77,6.2,6.2,"5.2",14.6,0.4
"202","Beef, medium fat, cooked","D1","Meat, poultry and fish","TZ08","None listed","323","24.9","24.9","24.9","24","11.4","10.1","0.9","0","82","0","0","0",0,"0",0,0,0,0.1,0.2,"3.2",0.3,6,1.9,0.4,"280","1089","1121","1970","2074","638","280","974","838","1213","1576","854",4,194,23,340,53,1.7,1.7,"4.0999999999999996",0.1,0
"203","Beef, tripe","D1","Meat, poultry and fish","TZ08","None listed","83","14.5","14.5","14.5","2.4","0.9","1","0.1","0","35","0","0","0",0,"0",0,0,0,0.1,0.1,"1.9",0.2,4,1.1,0.2,"163","633","652","1146","1206","371","163","566","487","705","916","497",3,113,14,198,31,1,1,"2.4",0.1,0
"206","Chicken liver","D1","Meat, poultry and fish","TZ08","None listed","167","24.5","0","0","6.5","2.1","1.4","1.3","0.9","563","0","0","0",3981,"3981",0,0.8,27.9,0.3,2,"11",0.8,578,16.9,6.7,"343","1083","1294","2198","1843","577","327","1212","857","1535","1493","647",14,312,21,140,51,8.5,8.5,"4.3",0.4,0.3
"208","Chicken, raw","D1","Meat, poultry and fish","TZ08","None listed","200","18.8","18.8","18.8","13.2","3.6","5","2.9","0","55","0","0","0",27,"27",0,0,0,0.1,0.2,"4.0999999999999996",0.2,4,0.2,0.5,"211","779","944","1373","1538","502","250","732","608","915","1176","555",9,126,14,127,51,1,1,"1.3",0.1,0
"306","Egg yolk","D1","Meat, poultry and fish","TZ08","None listed","278","19.2","19.2","0","20.7","5.6","9.8000000000000007","1.8","2.2999999999999998","1326","0","0","0",810,"810",8,2,0,0.2,0.6,"0.3",0.4,120,8.1,1.9,"390","1104","897","1646","1427","864","428","1260","920","1328","1148","480",96,330,26,333,219,5.9,0,"2.1",0.1,0.1
"307","Egg, chicken","D1","Meat, poultry and fish","TZ08","None listed","155","12.6","12.6","0","10.6","3.3","4.0999999999999996","1.4","1.1000000000000001","424","0","0","0",169,"169",1,1,0,0.1,0.5,"0.1",0.1,44,1.1,1.4,"153","604","686","1075","904","392","292","668","513","767","755","298",50,172,10,126,124,1.2,0,"1.1000000000000001",0,0
"308","Fish, dried, cod","D1","Meat, poultry and fish","TZ08","None listed","368","79.8","79.8","79.8","3.2","0.7","0.4","1.1000000000000001","0","193","0","0","0",49,"49",4,4,4,0.3,0.3,"8.8000000000000007",1,42,3.7,0.6,"896","3504","3682","6496","7340","2366","858","3119","2699","4116","4781","2352",49,483,147,854,273,1.8,1.8,"2.1",0.1,0.1
"309","Fish, dried, fresh water","D1","Meat, poultry and fish","TZ08","None listed","335","58.6","58.6","58.6","9.4","2","3.6","2","0","57","0","0","0",0,"0",2,0,0,0.1,0.3,"8.1",0.4,28,12,1.5,"662","2590","2722","4802","5424","1750","634","2306","1994","3043","3535","1740",1700,1300,140,953,312,2.5,2.5,"5.2",0.5,2.1
"220","Fish, fresh","D1","Meat, poultry and fish","TZ08","None listed","98","18.100000000000001","18.100000000000001","18.100000000000001","2.4","0.5","0.8","0.6","0","45","0","0","0",0,"0",0,0,17,0.1,0.1,"0.7",0.5,51,0,0.4,"203","792","832","1469","1659","535","193","705","610","931","1081","532",7,69,21,122,39,0.3,0.3,"0.3",0,0
"310","Fish, high fat","D1","Meat, poultry and fish","TZ08","None listed","103","10.6","10.6","10.6","6.8","1.9","3.1","1.1000000000000001","0","26","0","0","0",18,"18",13,0,0,0,0.1,"2.1",0.3,5,5.7,0.5,"122","479","503","888","1004","323","117","426","369","563","654","322",17,125,17,192,88,0.5,0.5,"0.3",0.1,0
"311","Fish, raw","D1","Meat, poultry and fish","TZ08","None listed","112","21.4","21.4","21.4","2.2999999999999998","0.3","0.8","0.7","0","33","0","0","0",43,"43",12,1,0,0.1,0.1,"5.7",0.3,11,1.1,0.2,"239","936","984","1735","1961","632","229","834","721","1100","1278","629",48,228,86,461,55,0.9,0.9,"0.4",0,0
"312","Fish, sardines","D1","Meat, poultry and fish","TZ08","None listed","112","21.4","21.4","21.4","2.2999999999999998","0.3","0.8","0.7","0","33","0","0","0",43,"43",12,1,0,0.1,0.1,"5.7",0.3,11,1.1,0.2,"239","936","984","1735","1961","632","229","834","721","1100","1278","629",48,228,86,461,55,0.9,0.9,"0.4",0,0
"313","Fish, small, dried, fresh water","D1","Meat, poultry and fish","TZ08","None listed","335","58.6","58.6","58.6","9.4","2","3.6","2","0","57","0","0","0",0,"0",2,0,0,0.1,0.3,"8.1",0.4,28,12,1.5,"662","2590","2722","4802","5424","1750","634","2306","1994","3043","3535","1740",1700,1300,140,953,312,2.5,2.5,"5.2",0.5,2.1
"314","Fish, small, fresh, fresh water","D1","Meat, poultry and fish","TZ08","None listed","84","14.8","14.8","14.8","2.2999999999999998","0.6","0.9","0.5","0","58","0","0","0",12,"12",10,2,1,0.2,0.1,"1.9",0.1,8,2.3,0.7,"166","648","681","1202","1358","438","158","577","499","762","885","435",9,243,22,335,40,0.3,0.3,"0.5",0,0
"319","Fish, smoked, dried-AP","D1","Meat, poultry and fish","TZ08","None listed","177","38.5","38.5","38.5","1.5","0.3","0.2","0.5","0","93","0","0","0",0,"0",4,0,0,0.1,0.1,"7.3",0.8,35,3.1,0.5,"432","1690","1775","3133","3539","1141","414","1504","1302","1985","2306","1134",24,233,71,412,132,0.8,0.8,"1",0.1,0
"320","Fish, smoked, dried-EP","D1","Meat, poultry and fish","TZ08","None listed","306","66.400000000000006","66.400000000000006","66.400000000000006","2.5","0.5","0.4","0.8","0","160","0","0","0",0,"0",0,4,0,0,0.1,"0.1",7.3,0.8,35,3.1,"745","2913","3061","5401","6102","1967","713","2593","2244","3422","3975","1956",41,402,122,710,227,1.4,1.4,"1.7",0.1,0
"315","Goat meat","D1","Meat, poultry and fish","TZ08","None listed","269","24.9","24.9","24.9","18","8.4","7.6","0.7","0","75","0","0","0",0,"0",0,0,0,0.1,0.2,"3.2",0.3,6,1.9,0.4,"280","1089","1121","1970","2074","638","280","974","838","1213","1576","854",4,194,23,340,53,1.7,1.7,"4.0999999999999996",0.1,0
"316","Mutton, meat","D1","Meat, poultry and fish","TZ08","None listed","269","24.9","24.9","24.9","18","8.4","7.6","0.7","0","75","0","0","0",0,"0",0,0,0,0.1,0.2,"3.2",0.3,6,1.9,0.4,"280","1089","1121","1970","2074","638","280","974","838","1213","1576","854",4,194,23,340,53,1.7,1.7,"4.0999999999999996",0.1,0
"317","Pork, medium fat, cooked","D1","Meat, poultry and fish","TZ08","None listed","537","19.600000000000001","19.600000000000001","19.600000000000001","50.2","19.3","22.5","5.4","0","101","0","0","0",1,"1",1,0,0,0.6,0.2,"3.5",0.3,4,0.6,0.5,"246","890","911","1566","1757","515","249","780","677","1059","1225","775",18,165,17,251,44,0.8,0.8,"2.1",0.1,0
"318","Sausage","D1","Meat, poultry and fish","TZ08","None listed","369","19.7","19.600000000000001","19.600000000000001","31.2","10.8","13.9","3.8","1","83","0","0.3","0",1,"1",1,0,2,0.7,0.3,"4.5",0.3,3,1.7,0.7,"157","777","717","1317","1494","478","198","657","566","789","1160","566",32,184,17,361,1294,1.3,1.3,"2.5",0.1,0.1
"552","Beef relish with coconut milk","D2","Meat, poultry and fish-based local dishes","TZ08","None listed","143","10.199999999999999","10","10","10.199999999999999","5.0999999999999996","4.0999999999999996","0.4","2","32.799999999999997","0.2","0.1","14.1",5.2,"0",0,0,2.2,0,0.1,"1.4",0.2,4.7,0.7,0.2,"115.6","445.1","458.8","804.6","843.9","259.39999999999998","116.2","401.5","344","499.5","652.9","347.5",1.9,85.6,12.5,186.8,100.1,0.8,0.7,"1.7",0.1,0.1
"578","Beef relish without oil","D2","Meat, poultry and fish-based local dishes","TZ08","None listed","168.6","12.6","12.3","12.3","11.9","5.6","5","0.5","2.2000000000000002","40.4","0.4","0.2","1",13.9,"0",0,0,3.8,0.1,0.1,"1.7",0.2,7.5,0.9,0.2,"141.69999999999999","544.70000000000005","562.29999999999995","982.5","1036.2","317.10000000000002","143.1","488.5","420.2","605.6","805.2","426.1",5.8,104.3,14.6,225.7,28,0.9,0.9,"2.1",0.1,0
"551","Beef relish with oil","D2","Meat, poultry and fish-based local dishes","TZ08","None listed","210.7","12.4","12.1","12.1","17","10.1","5.2","0.6","1,9","39.9","0.3","0.1","1",13.9,"0",0,0.1,3.8,0.1,0.1,"1.7",0.2,7.5,0.9,0.2,"102.7","396.8","156.6","286.8","193","66.599999999999994","41","149.6","98.5","131.9","203.5","95.7",5.7,75.5,10.7,170.8,19.8,0.6,0.5,"1.4",0.4,0.4
"577","Beef, fried","D2","Meat, poultry and fish-based local dishes","TZ08","None listed","813.2","25.1","24.9","24.9","80","59.9","13.3","1.9","2.2000000000000002","82","0.5","0.3","0",0.5,"0",0,0.4,9.3,0.1,0.2,"3.3",0.4,0.5,1.9,0.5,"285.89999999999998","1099.4000000000001","1136.5999999999999","1986.5","2096.8000000000002","644.1","286.8","987.6","847.8","1228.7","1628.2","862.3",15.3,205,26.7,396.7,828.6,1.9,1.7,"4.2",0.1,0.1
"576","Beef, ground, relish","D2","Meat, poultry and fish-based local dishes","TZ08","None listed","247.8","12.8","12.5","12.5","21.1","13.5","5.6","0.7","1.9","41","0.4","0.1","2",29.6,"0",0,0.1,6.7,0.1,0.1,"1.8",0.2,8.7,0.9,0.3,"142.80000000000001","552.79999999999995","569","997.3","1049.9000000000001","321.8","144.6","495.8","425.3","615.1","801.7","432.2",4.6,106.4,15.6,251.5,107.1,1,0.9,"2.1",0.1,0
"574","Chicken, boiled or roasted","D2","Meat, poultry and fish-based local dishes","TZ08","None listed","285","26.9","26.9","26.9","18.899999999999999","5.0999999999999996","7.2","1","0","79","0","0","0",39,"39",0,0,0,0.1,0.2,"5.8",0.3,5,0.2,0.8,"301","1113","1348","1961","2197","717","357","1046","869","1307","1680","793",13,180,20,182,73,1.4,1.4,"1.8",0.1,0
"554","Chicken relish without oil","D2","Meat, poultry and fish-based local dishes","TZ08","None listed","202.3","18.5","18.100000000000001","18.100000000000001","12.8","3.5","4.8","2.8","2.1","53.1","0.4","0.2","0.9",50.1,"37.6",0,0,1.6,0.1,0.2,"5.7",0.3,9.1,0.2,0.8,"293.89999999999998","1081.5999999999999","1016","1491.5","1088.5999999999999","549.1","272.89999999999998","783.4","665.1","991.6","1319.7","595.20000000000005",13.9,158.5,19.6,204.2,63,1.2,1.2,"1.5",0.1,0.1
"573","Chicken relish with coconut milk","D2","Meat, poultry and fish-based local dishes","TZ08","None listed","137.19999999999999","6.1","5.6","5.5","11.8","8","1.9","1","2.2999999999999998","16.2","0.6","0.2","29.9",94.6,"0",0,0.2,13.5,0,0,"0.3",0.1,17,0,0.1,"13.6","80.5","296.5","484.5","97.5","186.4","354.8","21.3","13.5","24.3","50.9","10.7",6.9,55.2,10.8,146.9,249.7,0.7,0.3,"0.5",0.1,0.2
"556","Chicken relish with oil","D2","Meat, poultry and fish-based local dishes","TZ08","None listed","188.9","6.2","4.2","4.2","13.3","9.5","1.7","1","13.3","12.2","2.1","1.5","3",53.2,"9.8000000000000007",0,0.1,10.1,0.1,0.1,"1.7",0.1,10.5,0.1,0.3,"79.7","2898","104","355.7","81.400000000000006","60.7","52.1","142.6","117.9","146.9","144.69999999999999","88.6",7.3,54.2,10.4,155.6,20.5,0.5,0.3,"0.5",0.1,0.1
"207","Chicken, fried","D2","Meat, poultry and fish-based local dishes","TZ08","None listed","314.89999999999998","18.8","18.8","18.8","26.5","15.1","5.8","3.1","0","55","0","0","0",27,"27",0,0.4,0,0.1,0.2,"4.0999999999999996",0.2,4,0.2,0.5,"211","779","944","1373","1538","502","250","732","608","915","1176","555",9.6,126,14,127.1,567.3,1,1,"1.3",0.1,0
"571","Egg boiled","D2","Meat, poultry and fish-based local dishes","TZ08","None listed","155","12.6","12.6","0","10.6","3.3","4.0999999999999996","1.4","1.1000000000000001","424","0","0","0",133,"133",0.7,1.4,0,0.1,0.3,"0..07",0.1,30.8,0.7,0.4,"153","604","686","1075","904","392","292","668","513","767","755","298",50,172,10,126,124,1.2,0,"1.1000000000000001",0,0
"561","Egg, fried","D2","Meat, poultry and fish-based local dishes","TZ08","None listed","245.2","11.8","11.8","0","21.6","13.2","4.5","1.5","1","395.7","0","0","0",114,"114",0.6,1.3,0,0,0.3,"0.1",0.1,26.4,0.7,0.8,"142.80000000000001","563.70000000000005","640.29999999999995","1003.3","843.7","365.9","272.5","623.5","478.8","715.9","704.7","278.10000000000002",47.3,160.5,9.4,117.7,632.1,1.1,0,"1",0,0
"565","Fish, fresh, stew","D2","Meat, poultry and fish-based local dishes","TZ08","None listed","85","5.4","5.0999999999999996","5.0999999999999996","6.6","5.0999999999999996","0.6","0.3","1.4","12.9","0.3","0","1.9",27.6,"0",0,0.1,10.9,0.1,0,"0.4",0.2,19.4,0,0.2,"60.1","233.7","244.8","431","485.4","155.6","58.8","209","179.6","273.8","316.5","156.6",3.6,27.4,9.5,105.3,14,0.3,0.1,"0.1",0,0
"566","Fish relish without oil","D2","Meat, poultry and fish-based local dishes","TZ08","None listed","76.5","8.1999999999999993","6.9","6.9","4.5","2.9","0.6","0.4","2.4","19","0.9","0.1","1.5",24.4,"2.6",2.2,0.5,7.8,0.1,0.1,"0.9",0.1,14.6,0.9,0.4,"88.5","342.4","360","632.1","713.7","228.9","86","306","263.89999999999998","1.3","473.7","229.6",59.9,111.7,15.7,185.2,26.6,0.3,0.2,"0.4",0,0.1
"567","Fish relish with coconut milk","D2","Meat, poultry and fish-based local dishes","TZ08","None listed","138.4","11.7","10.9","10.9","9.3000000000000007","7.1","1","0.5","2.5","15.4","0.9","1.1000000000000001","54.9",38.3,"1.3",1.4,0.2,2.4,0,0,"1.7",0.1,11.6,2.2,0.4,"142","547","71.599999999999994","122.2","73.7","17.3","17.899999999999999","75","55.5","78.5","132.4","38.799999999999997",272.7,254.3,31.5,273.2,58.8,0.9,0.4,"1.1000000000000001",0.2,0.6
"564","Fish relish with oil","D2","Meat, poultry and fish-based local dishes","TZ08","None listed","253.6","21.2","20.8","20.8","17.899999999999999","13.2","2.2000000000000002","1","2.2000000000000002","20.9","0.5","0.1","1.6",24.3,"0.9",1.3,0.3,5.6,0.1,0.1,"2.7",0.2,13.9,3.7,0.6,"146","580.6","271.39999999999998","999.4","6915.8","347.8","137","484.7","415.4","632.4","556","272.2",500,406.1,46.3,374.5,96.6,0.9,0.8,"1.6",0.2,0.7
"569","Fish, fried","D2","Meat, poultry and fish-based local dishes","TZ08","None listed","230.1","17.8","17.8","17.8","17.8","13.7","2","0.9","0","69.599999999999994","0","0","0",1.8,"1.8",1.5,1.5,0.2,0,0,"0.3",0,1.2,0.3,0.1,"199.2","777.6","817.2","1442.4","1629.6","525.6","189.6","692.4","598.79999999999995","914.4","1062","522",10.8,291.6,26.4,402,48,0.4,0.4,"0.6",0,0
"563","Fish, fried, relish","D2","Meat, poultry and fish-based local dishes","TZ08","None listed","183.5","6.5","6.2","6.2","17.5","14.5","1.3","0.6","1.3","24.4","0.7","0.1","15.6",15.2,"0.7",0.6,0.7,3.7,0,0,"0.3",0,5,0.2,0.1,"12.7","44.8","134.4","196.5","214.3","68.7","36.9","101.5","13.8","123.9","170.7","73.7",6.5,113.2,13.2,203,19.4,0.4,0.2,"0.3",0,0.1
